label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175
0.03	south34_all	80	35696	14869	11497	5283	4692	3044	2777	1999	2278	1798	1483	2284	1373	832	922	624	767	585	701	726	817	331	665	333	231	284	386	193	261	171	155	195	129	127	237	111	181	86	84	138	87	104	98	106	44	117	94	59	41	47	77	71	32	23	30	28	29	61	38	16	26	17	18	12	13	25	10	14	16	16	10	8	10	8	9	8	5	10	10	11	6	3	1	6	4	22	2	2	6	6	3	5	5	8	1	4	2	0	5	6	5	0	0	0	1	0	1	4	1	2	2	1	0	2	0	0	2	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	21753	8794	7062	2834	2641	1573	1571	994	1308	961	818	1450	808	422	524	295	427	307	397	420	522	155	382	192	103	151	197	78	136	81	83	103	55	61	155	56	103	39	34	85	50	58	53	71	20	68	64	39	16	29	61	33	14	10	13	16	12	35	21	9	13	8	8	7	7	14	3	6	6	11	2	5	3	3	3	4	2	5	5	4	3	2	0	4	2	12	0	0	3	3	0	5	3	6	0	1	1	0	4	3	2	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	34212	14363	11068	5199	4532	2946	2788	1899	2186	1757	1444	2120	1348	774	924	635	782	589	731	726	772	326	579	333	228	282	343	204	235	172	189	169	137	135	219	109	184	96	82	113	86	106	77	114	40	119	92	63	52	34	83	58	25	30	23	22	25	46	25	15	19	13	18	10	24	21	7	11	18	21	7	4	11	11	9	7	6	5	10	10	4	1	4	5	6	10	1	4	2	6	2	3	6	8	1	1	2	1	5	6	5	0	1	4	1	1	0	4	4	0	0	1	0	2	1	0	3	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	20531	8366	6725	2775	2478	1545	1590	915	1270	918	761	1343	797	387	517	312	443	296	418	433	477	140	331	194	105	148	178	89	120	90	105	92	65	60	129	53	109	45	30	64	48	63	47	76	20	66	66	42	22	19	48	26	11	11	10	11	13	28	13	10	9	4	8	8	17	10	2	4	10	16	2	2	5	3	3	2	3	1	5	4	2	1	2	4	3	7	0	0	1	3	0	3	3	6	0	1	1	0	4	3	2	0	0	3	0	1	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	33922	14493	11391	5261	4466	2969	2789	1881	2210	1701	1431	2096	1319	788	993	628	783	574	750	743	754	336	635	318	251	302	365	212	265	168	173	186	144	132	252	113	196	94	81	93	91	97	59	143	42	107	103	57	48	38	85	63	25	30	27	23	30	45	38	19	15	15	19	11	26	16	8	11	13	22	9	7	11	11	8	8	8	6	7	8	5	1	8	3	9	8	2	3	3	8	2	1	4	7	1	0	1	1	4	2	5	0	1	4	1	1	0	4	4	1	0	0	0	2	1	0	2	3	1	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	20226	8390	6954	2779	2429	1597	1573	869	1285	907	767	1282	755	382	564	303	436	314	438	423	467	146	378	169	114	167	187	102	145	82	93	110	66	62	156	56	118	47	31	41	49	58	32	96	20	53	66	32	23	16	52	33	11	8	11	11	15	21	24	8	9	5	9	6	17	9	2	4	9	16	4	2	7	3	2	3	6	1	5	3	2	1	4	1	1	5	1	1	2	7	0	0	2	6	0	0	1	0	3	0	2	0	0	3	0	1	0	2	0	0	0	0	0	1	1	0	1	3	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	35718	15221	11749	5385	4617	3038	2987	1916	2376	1694	1497	2169	1333	801	1015	661	807	594	777	774	755	364	713	325	252	295	368	209	272	169	191	219	144	140	267	101	255	99	85	109	82	102	69	137	42	111	98	51	51	44	82	43	32	33	29	28	36	50	36	28	18	16	24	13	29	17	10	12	12	18	9	7	11	10	10	6	15	4	7	6	5	2	8	7	8	10	3	3	3	7	4	1	3	1	2	4	1	1	2	4	2	0	3	5	1	1	0	4	4	1	1	2	0	0	1	0	1	3	2	1	0	2	0	1	0	3	0	1	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	21598	8804	7222	2854	2556	1634	1699	916	1335	917	807	1311	757	398	551	322	471	311	471	460	457	163	466	176	120	163	212	101	162	79	116	130	63	73	164	42	159	44	41	56	43	63	42	94	20	55	62	29	26	23	44	25	17	8	9	12	20	19	23	9	10	11	16	5	19	9	4	4	9	12	5	2	9	3	4	4	11	1	3	2	3	0	4	1	1	5	1	1	3	6	2	0	1	0	1	1	1	0	1	2	1	0	0	4	0	1	0	2	0	0	0	1	0	0	1	0	0	3	0	0	0	2	0	0	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	36857	15935	12162	5439	4705	3139	3112	1980	2551	1759	1492	2286	1322	771	1032	679	826	619	762	764	819	379	879	348	256	278	374	199	285	171	202	235	147	161	263	78	259	87	86	113	96	85	73	139	44	101	93	57	49	45	77	47	40	28	30	30	39	61	49	29	15	20	26	16	23	15	12	13	11	15	14	11	13	14	11	8	18	3	7	9	6	2	14	6	7	9	4	4	4	7	4	8	1	3	2	4	0	0	3	5	3	0	3	1	1	0	0	3	4	1	1	2	0	0	0	0	2	4	2	1	0	2	0	1	0	3	0	1	0	0	0	0	5	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	22483	9279	7534	2929	2633	1704	1803	984	1464	971	827	1420	747	390	563	333	502	323	474	450	519	178	551	190	121	144	224	94	172	71	109	132	66	90	155	33	171	39	43	56	44	45	44	100	23	56	57	33	24	23	54	35	23	7	10	17	21	21	35	9	10	11	14	6	13	7	6	5	9	7	9	4	11	10	5	5	12	1	3	4	3	0	6	0	1	5	3	3	4	6	3	4	0	0	1	1	0	0	2	2	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	37009	15755	11910	5542	4748	3158	3127	1976	2560	1786	1525	2339	1343	792	955	677	806	657	746	747	820	366	930	358	257	277	368	193	315	182	191	255	148	159	250	97	230	107	82	114	89	97	89	141	54	95	79	58	50	53	74	43	42	29	34	25	43	53	46	27	26	21	32	16	20	19	13	14	10	13	15	10	14	17	10	8	21	6	8	13	7	4	29	5	6	7	8	3	5	8	8	8	4	3	1	8	3	0	3	4	3	3	2	2	1	0	2	2	1	1	3	2	1	0	0	1	1	1	1	1	0	1	0	1	0	4	0	1	0	0	0	2	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	22851	9245	7431	3017	2671	1665	1794	974	1481	982	839	1492	781	409	528	321	498	336	479	453	503	192	595	200	123	147	244	91	183	85	106	145	64	94	137	43	136	45	45	66	35	53	51	92	32	60	58	36	29	33	41	34	26	11	14	18	26	19	32	10	14	12	16	5	11	10	5	8	7	3	10	6	12	12	5	3	11	4	4	6	2	1	24	0	4	4	4	2	5	6	4	4	2	0	1	5	2	0	2	2	3	2	0	2	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	37192	15862	11471	5577	4825	3116	3122	1993	2605	1839	1497	2440	1378	867	1006	682	839	664	724	764	833	386	918	373	259	274	378	192	293	193	181	239	136	143	230	98	233	109	86	115	111	85	79	140	50	82	86	57	54	67	65	33	38	33	35	26	46	85	53	21	27	24	29	16	29	15	14	15	11	12	14	12	15	15	13	8	14	4	9	17	7	4	30	1	6	6	7	3	3	3	8	10	4	4	0	7	3	0	1	3	2	3	1	1	1	1	2	3	0	0	3	0	2	0	3	2	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	22934	9304	7147	3082	2762	1647	1791	994	1499	1018	830	1560	810	435	586	325	502	362	444	471	494	205	562	202	129	145	254	89	166	89	88	139	60	88	137	46	124	49	41	71	40	45	48	79	30	55	63	36	32	45	38	22	23	12	19	16	28	56	33	11	13	11	13	8	19	8	5	7	7	4	10	6	12	10	9	3	3	3	4	9	2	2	24	0	6	4	3	2	3	0	3	5	2	1	0	7	2	0	1	1	2	2	0	1	0	1	1	1	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
